bin_center,freq,bin_width,bar_type,title,x-title,y-title
25.377883850437500,13.03571428571430,35.32219570405730,Histogram,Position of muscle caveole,_,Frequency
58.79077167859980,6.107142857142860,34.367541766109800,,,,
91.24900556881460,11.03571428571430,34.367541766109800,,,,
116.07000795544900,7.107142857142860,19.093078758949900,,,,
180.98647573587900,6.142857142857150,114.55847255369900,,,,
253.54017501988900,5.071428571428570,35.32219570405730,,,,
286.953062848051,13.03571428571430,34.367541766109800,,,,
319.4112967382660,9.10714285714286,34.367541766109800,,,,
351.86953062848100,13.03571428571430,34.367541766109800,,,,
384.32776451869500,8.10714285714286,34.367541766109800,,,,
433.0151153540180,9.035714285714290,66.8257756563246,,,,
481.7024661893400,11.03571428571430,34.367541766109800,,,,